id,title,so_ky_hieu,ngay_ban_hanh,loai_van_ban,ngay_co_hieu_luc,ngay_het_hieu_luc,nguon_thu_thap,ngay_dang_cong_bao,nganh,linh_vuc,co_quan_ban_hanh,chuc_danh,nguoi_ky,pham_vi,thong_tin_ap_dung,tinh_trang_hieu_luc,agent_category,status_checked_at,status_filter
179244,"Thông tư số 15/2025/TT-BYT quy định về phân cấp, phân định thẩm quyền của chính quyền địa phương 02 cấp trong lĩnh vực y, dược cổ truyền do Bộ trưởng Bộ Y tế ban hành",15/2025/TT-BYT,14/06/2025,Thông tư,01/07/2025,28/02/2027,,,Y tế,Lĩnh vực thực hiện chính sách bảo hiểm y tế,Bộ Y tế,Thứ trưởng,Đỗ Xuân Tuyên,Trung ương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
179250,"Thông tư số 18/2025/TT-BYT quy định về phân định thẩm quyền của chính quyền địa phương 02 cấp và phân cấp trong lĩnh vực khám bệnh, chữa bệnh do Bộ trưởng Bộ Y tế ban hành",18/2025/TT-BYT,15/06/2025,Thông tư,01/07/2025,28/02/2027,,,Y tế,Bảo hiểm y tế,Bộ Y tế,,,,,Hết hiệu lực một phần,bhyt,2026-08-18,Hết hiệu lực một phần
179585,"Thông tư số 22/2021/TT-BYT của Bộ Y tế về quy định ngưng hiệu lực Thông tư 04/2021/TT-BYT ngày 29/4/2021 của Bộ trưởng Bộ Y tế hướng dẫn thanh toán chi phí khám bệnh, chữa bệnh bảo hiểm y tế theo định suất",22/2021/TT-BYT,01/12/2021,Thông tư,01/12/2021,,,,Y tế,Kế hoạch tài chính,Bộ Y tế,Thứ trưởng,Trần Văn Thuấn,Trung ương,,Còn hiệu lực,"bhyt,vien_phi",2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
179711,Nghị định số 188/2025/NĐ-CP hướng dẫn Luật Bảo hiểm y tế,188/2025/NĐ-CP,01/07/2025,Nghị định,15/08/2025,,,,Y tế,Chưa phân loại,Chính phủ,Phó Thủ tướng Chính phủ,Lê Thành Long,Trung ương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
179724,"Thông tư số 24/2025/TT-BYT sửa đổi Thông tư 04/2017/TT-BYT về Danh mục và tỷ lệ, điều kiện thanh toán đối với vật tư y tế thuộc phạm vi được hưởng của người tham gia bảo hiểm y tế do Bộ trưởng Bộ Y tế ban hành",24/2025/TT-BYT,30/06/2025,Thông tư,01/09/2025,,,,Y tế,Bảo hiểm y tế,Bộ Y tế,Thứ trưởng,Trần Văn Thuấn,Trung ương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
179736,"Thông tư số 27/2025/TT-BYT quy định nguyên tắc, tiêu chí xây dựng, cập nhật, ghi thông tin, cấu trúc danh mục và hướng dẫn thanh toán đối với thuốc dược liệu, thuốc có kết hợp dược chất với các dược liệu, thuốc cổ truyền, dược liệu thuộc phạm vi được hưởng của người tham gia bảo hiểm y tế do Bộ trưởng Bộ Y tế ban hành",27/2025/TT-BYT,01/07/2025,Thông tư,01/09/2025,,,,Y tế,Bảo hiểm y tế,Bộ Y tế,Thứ trưởng,Trần Văn Thuấn,Trung ương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
183010,Nghị quyết số 31/2015/NQ-HĐND Quy định mức hỗ trợ kinh phí đóng bảo hiểm y tế cho một số đối tượng có hộ khẩu thường trú tại tỉnh Ninh Bình,31/2015/NQ-HĐND,10/12/2015,Nghị quyết,20/12/2015,,,,,Chưa phân loại,HĐND Tỉnh Ninh Bình,Chủ tịch,Nguyễn Tiến Thành,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
179772,"Thông tư số 63/2025/TT-BQP Quy định, hướng dẫn thực hiện một số điều của Nghị định số 70/2015/NĐ-CP ngày 01 tháng 9 năm 2015 của Chính phủ quy định chi tiết và hướng dẫn thi hành một số điều của Luật Bảo hiểm y tế đối với quân đội nhân dân, công an nhân dân và người làm công tác cơ yếu; Nghị định số 74/2025/NĐ-CP ngày 31 tháng 3 năm 2025 sửa đổi, bổ sung một số điều của Nghị định số 70/2015/NĐ-CP ngày 01 tháng 9 năm 2015 của Chính phủ",63/2025/TT-BQP,01/07/2025,Thông tư,01/07/2025,,Bản chính,,Quốc phòng,Bảo hiểm y tế,Bộ Quốc phòng,Thứ trưởng,Thượng tướng Vũ Hải Sản,Trung ương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
179797,Văn bản hợp nhất số 04/VBHN-BYT Quy định chi tiết và hướng dẫn biện pháp thi hành một số điều của luật bảo hiểm y tế,04/VBHN-BYT,22/01/2025,Văn bản hợp nhất,,,,,Y tế,Quản lý dược,Bộ Y tế,Thứ trưởng,Trần Văn Thuấn,Trung ương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
179920,"Nghị quyết số 19/2025/NQ-HĐND Quy định nội dung, mức hỗ trợ đóng bảo hiểm xã hội tự nguyện, bảo hiểm y tế cho các đối tượng chính sách xã hội của thành phố Hà Nội (Thực hiện điểm a, điểm b khoản 3, khoản 4 Điều 27 Luật Thủ đô)",19/2025/NQ-HĐND,09/07/2025,Nghị quyết,01/01/2026,,,01/07/2026,,Chưa phân loại,HĐND Thành phố Hà Nội,Chủ tịch,Nguyễn Ngọc Tuấn,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
180170,"Nghị quyết số 08/2025/NQ-HĐND Quy định chính sách hỗ trợ thêm mức đóng bảo hiểm y tế cho một số đối tượng trên địa bàn tỉnh Nghệ An, giai đoạn 2026 – 2030",08/2025/NQ-HĐND,17/06/2025,Nghị quyết,01/01/2026,,,,,Chưa phân loại,HĐND Tỉnh Nghệ An,Chủ tịch,Hoàng Nghĩa Hiếu,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
180943,"Nghị định số 212/2025/NĐ-CP Quy định chi tiết hoạt động đầu tư từ quỹ bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp",212/2025/NĐ-CP,25/07/2025,Nghị định,25/07/2025,,,,Tài chính,Chưa phân loại,Chính phủ,,,,,Hết hiệu lực một phần,bhyt,2026-08-18,Hết hiệu lực một phần
181625,"Nghị quyết số 09/2025/NQ-HĐND Về việc sửa đổi khoản 1 Điều 1 Nghị quyết số 13/2023/NQ-HĐND ngày 14 tháng 12 năm 2023 của Hội đồng nhân dân tỉnh quy định mức hỗ trợ đóng bảo hiểm y tế cho đối tượng hộ cận nghèo trên địa bàn tỉnh Thanh Hóa, giai đoạn 2024 - 2025",09/2025/NQ-HĐND,24/06/2025,Nghị quyết,01/07/2025,,,,,Chưa phân loại,HĐND Tỉnh Thanh Hóa,Chủ tịch,Lại Thế Nguyên,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
181847,"Nghị định số 233/2025/NĐ-CP Quy định cơ chế tài chính về bảo hiểm xã hội, bảo hiểm thất nghiệp, bảo hiểm y tế; chi tổ chức và hoạt động bảo hiểm xã hội, bảo hiểm thất nghiệp, bảo hiểm y tế",233/2025/NĐ-CP,26/08/2025,Nghị định,26/08/2025,,,,"Tài chính, Bảo Hiểm","Bảo hiểm xã hội, Bảo hiểm y tế",Chính phủ,Phó Thủ tướng,Hồ Đức Phớc,Trung ương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
181930,Nghị quyết số 17/2025/NQ-HĐND Ban hành Quy định mức hỗ trợ đóng bảo hiểm y tế đối với một số đối tượng trên địa bàn tỉnh Vĩnh Long,17/2025/NQ-HĐND,10/09/2025,Nghị quyết,10/09/2025,,Bản chính văn bản,,Y tế,Chưa phân loại,HĐND Tỉnh Vĩnh Long,Chủ tịch,Nguyễn Minh Dũng,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
182087,"Thông tư số 81/2025/TT-BCA Quy định biện pháp thực hiện bảo hiểm y tế đối với sĩ quan, hạ sĩ quan, chiến sĩ và học viên Công an nhân dân",81/2025/TT-BCA,29/08/2025,Thông tư,13/10/2025,,,,,Chưa phân loại,Bộ Công an,Bộ trưởng,Đại tướng Lương Tam Quang,Trung ương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
182608,"Thông tư số 86 /2025/TT-BCA Quy định biện pháp thực hiện bảo hiểm y tế đối với công nhân công an, người lao động, học sinh, sinh viên và thân nhân của cán bộ, chiến sĩ, công nhân công an đang công tác, học tập trong Công an nhân dân",86 /2025/TT-BCA,15/09/2025,Thông tư,13/10/2025,,,,,Chưa phân loại,Bộ Công an,Bộ trưởng,Đại tướng Lương Tam Quang,Trung ương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
183011,"Nghị quyết số 26/2017/NQ-HĐND Về việc sửa đổi, bổ sung Khoản 3 Điều 1 của Nghị quyết số 31/2015/NQ-HĐND ngày 10/12/2015 của Hội đồng nhân dân tỉnh Ninh Bình về việc hỗ trợ kinh phí đóng bảo hiểm y tế cho một số đối tượng có hộ khẩu thường trú tại tỉnh Ninh Bình",26/2017/NQ-HĐND,06/07/2017,Nghị quyết,01/01/2018,,,,Lao động - Thương binh và Xã hội,Chưa phân loại,HĐND Tỉnh Ninh Bình,Chủ tịch,Trần Hồng Quảng,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
183034,Nghị quyết số 45/2017/NQ-HDND Quy định mức hỗ trợ kinh phí đóng BHYT cho đối tượng thuộc hộ nghèo đa chiều thiếu hụt các dịch vụ xã hội cơ bản khác ( Không bị thiếu hụt BHYT) trên địa bàn tỉnh Ninh Bình,45/2017/NQ-HDND,13/12/2017,Nghị quyết,01/01/2018,,,,,Chưa phân loại,HĐND Tỉnh Ninh Bình,,,,,Còn hiệu lực,bhyt,2026-08-18,Còn hiệu lực
184087,Thông tư số 98/2025/TT-BQP Hướng dẫn thực hiện một số điều của Nghị định số 188/2025/NĐ-CP ngày 01 tháng 7 năm 2025 của Chính phủ quy định chi tiết và hướng dẫn thi hành một số điều của Luật Bảo hiểm y tế đối với các đối tượng thuộc phạm vi quản lý của Bộ Quốc phòng,98/2025/TT-BQP,03/09/2025,Thông tư,16/10/2025,,Bản chính,,Quốc phòng,Bảo hiểm y tế,Bộ Quốc phòng,Thứ trưởng,Thượng tướng Vũ Hải Sản,Trung ương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
184266,"Nghị quyết số 35/2025/NQ-HĐND Quy định chính sách hỗ trợ tiền ăn thêm, tiền mua bảo hiểm y tế và chi phí sinh hoạt khác đối với một số nhóm đối tượng đang được chăm sóc, nuôi dưỡng tại các đơn vị do Sở Y tế và Sở Nội vụ quản lý",35/2025/NQ-HĐND,04/10/2025,Nghị quyết,04/10/2025,,,,Lao động - Thương binh và Xã hội,Chưa phân loại,HĐND Tỉnh Thanh Hóa,Phó Chủ tịch,Lê Tiến Lam,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
28013,Thông tư số 178/2012/TT-BTC Hướng dẫn kế toán áp dụng cho Bảo hiểm xã hội Việt Nam,178/2012/TT-BTC,23/10/2012,Thông tư,01/01/2013,,"Công báo số 801+802, năm 2012",31/12/2012,Tài chính,"Bảo hiểm xã hội, Bảo hiểm y tế",Bộ Tài chính,Thứ trưởng,Trần Xuân Hà,Trung ương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
184454,"Nghị quyết số 56/2025/NQ-HĐND Quy định mức hỗ trợ đóng bảo hiểm y tế cho người cao tuổi, học sinh trên địa bàn Thành phố Hồ Chí Minh",56/2025/NQ-HĐND,14/11/2025,Nghị quyết,14/11/2025,,Bản sao y bản chính,,Bảo Hiểm,Chưa phân loại,HĐND Thành phố Hồ Chí Minh,Chủ tịch,Võ Văn Minh,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
184559,Nghị quyết số 64/2025/NQ-HĐND Quy định mức hỗ trợ đóng bảo hiểm y tế cho một số đối tượng trên địa bàn tỉnh Phú Thọ giao đoạn 2026-2030,64/2025/NQ-HĐND,25/11/2025,Nghị quyết,01/01/2026,,Hệ điều hành văn bản của tỉnh,,Y tế,,HĐND Tỉnh Phú Thọ,Chủ tịch,Bùi Đức Hinh,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
184589,"Nghị quyết số 68/2025/NQ-HĐND Quy định mức hỗ trợ đóng bảo hiểm y tế cho các đối tượng cao hơn mức hỗ trợ tối thiểu; đối tượng được hỗ trợ và mức hỗ trợ cùng chi trả chi phí khám bệnh, chữa bệnh bảo hiểm y tế cho người tham gia bảo hiểm y tế khi đi khám bệnh, chữa bệnh trên địa bàn tỉnh Lâm Đồng",68/2025/NQ-HĐND,10/12/2025,Nghị quyết,01/01/2026,,Văn bản gốc,,An ninh quốc gia,Bảo vệ bí mật nhà nước,HĐND Tỉnh Lâm Đồng,Chủ tịch,Lưu Văn Trung,Địa phương,,Còn hiệu lực,"bhyt,vien_phi",2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
184731,Nghị quyết số 23/2025/NQ-HĐND Về việc quy định mức hỗ trợ đóng bảo hiểm y tế cho các đối tượng không được hưởng mức hỗ trợ từ ngân sách nhà nước đối với Thanh niên thi hành nghĩa vụ Kinh tế - Quốc phòng của tỉnh Tây Ninh và Đoàn xây dựng kinh tế Thanh niên trên địa bàn tỉnh Tây Ninh,23/2025/NQ-HĐND,10/12/2025,Nghị quyết,01/01/2026,,Bản chính thức Nghị quyết số 23/2025/NQ-HĐND,,,,HĐND Tỉnh Tây Ninh,Chủ tịch,Nguyễn Mạnh Hùng,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
29217,Quyết định số 77/2006/QĐ-UBND Về việc phê duyệt đối tượng mua Bảo hiểm y tế người nghèo tinh Lào Cai năm 2006,77/2006/QĐ-UBND,29/08/2006,Quyết định,08/09/2006,,,,,Chưa phân loại,UBND Tỉnh Lào Cai,Phó Chủ tịch,Bùi Thị Kim Dung,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
184764,"Nghị quyết số 110/2025/NQ-HĐND Quy định mức hỗ trợ đóng bảo hiểm y tế cho người thuộc hộ gia đình cận nghèo; học sinh, sinh viên là người dân tộc thiểu số; người thuộc hộ gia đình làm nông nghiệp, lâm nghiệp, ngư nghiệp có mức sống trung bình trên địa bàn tỉnh Lai Châu giai đoạn 2026 – 2030",110/2025/NQ-HĐND,09/12/2025,Nghị quyết,01/01/2026,31/12/2030,,,,,HĐND Tỉnh Lai Châu,Chủ tịch,Giàng Páo Mỷ,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
184799,"Nghị quyết số 23/2025/NQ-HĐND Quy định mức hỗ trợ đóng bảo hiểm y tế đối với người thuộc hộ cận nghèo, người cao tuổi từ đủ 60 tuổi đến dưới 75 tuổi, người dân tộc thiểu số có khó khăn đặc thù trên địa bàn tỉnh Lào Cai",23/2025/NQ-HĐND,09/12/2025,Nghị quyết,01/01/2026,,,,Lao động - Thương binh và Xã hội,"Lao động, tiền lương, tiền công",HĐND Tỉnh Lào Cai,Chủ tịch,Trịnh Việt Hùng,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
184890,Nghị quyết số 35/2025/NQ-HĐND Quy định mức hỗ trợ kinh phí đóng bảo hiểm y tế cho một số đối tượng trên địa bàn tỉnh Gia Lai,35/2025/NQ-HĐND,09/12/2025,Nghị quyết,01/01/2026,,Văn phòng Đoàn đại biểu Quốc hội và Hội đồng nhân dân tỉnh,,Lao động - Thương binh và Xã hội,"Lao động, tiền lương, tiền công",HĐND Tỉnh Gia Lai,Phó Chủ tịch,Trương Văn Đạt,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
184909,Nghị quyết số 36/2025/NQ-HĐND quy định mức hỗ trợ đóng bảo hiểm y tế cho một số đối tượng trên địa bàn tỉnh Đồng Nai giai đoạn 2026 - 2030,36/2025/NQ-HĐND,10/12/2025,Nghị quyết,01/01/2026,,,,Lao động - Thương binh và Xã hội,"Lao động, tiền lương, tiền công",HĐND Tỉnh Đồng Nai,Chủ tịch,Tôn Ngọc Hạnh,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
184970,Nghị quyết số 29/2025/NQ-HĐND Quy định mức hỗ trợ đóng bảo hiểm y tế cho một số đối tượng tham gia bảo hiểm y tế trên địa bàn tỉnh Cao Bằng giai đoạn 2026 - 2030,29/2025/NQ-HĐND,11/12/2025,Nghị quyết,01/01/2026,,,,Lao động - Thương binh và Xã hội,"Lao động, tiền lương, tiền công",HĐND Tỉnh Cao Bằng,Chủ tịch,Bế Thanh Tịnh,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
185037,"Nghị quyết số 57/2025/NQ-HĐND Quy định chính sách hỗ trợ mức đóng bảo hiểm y tế cho các nhóm đối tượng xã hội đang thường trú trên địa bàn thành phố Hải Phòng, giai đoạn 2026 - 2030",57/2025/NQ-HĐND,11/12/2025,Nghị quyết,01/01/2026,31/12/2030,,,Lao động - Thương binh và Xã hội,"Lao động, tiền lương, tiền công",HĐND Thành phố Hải Phòng,Đang cập nhật,Đang cập nhật,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
185038,Nghị quyết số 15/2025/NQ-HĐND Quy định mức hỗ trợ đóng bảo hiểm y tế cho một số đối tượng trên địa bàn tỉnh Cà Mau,15/2025/NQ-HĐND,09/12/2025,Nghị quyết,01/01/2026,,PDF,,Lao động - Thương binh và Xã hội,"Lao động, tiền lương, tiền công",HĐND Tỉnh Cà Mau,Chủ tịch,Phạm Văn Thiều,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
185204,"Nghị quyết số 91/2025/NQ-HĐND Quy định chính sách hỗ trợ đóng bảo hiểm y tế cho một số nhóm đối tượng trên địa bàn tỉnh Quảng Ninh, giai đoạn 2026-2030",91/2025/NQ-HĐND,16/12/2025,Nghị quyết,01/01/2026,31/12/2030,,,Lao động - Thương binh và Xã hội,"Lao động, tiền lương, tiền công",HĐND Tỉnh Quảng Ninh,Chủ tịch,Trịnh Thị Minh Thanh,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
185306,Nghị quyết số 75/2025/NQ-HĐND Quy định mức hỗ trợ đóng bảo hiểm y tế cho người bệnh phong tại Bệnh viện Bến Sắn; trẻ em và người có hoàn cảnh khó khăn trên địa bàn Thành phố Hồ Chí Minh,75/2025/NQ-HĐND,10/12/2025,Nghị quyết,01/01/2026,,Bản chính văn bản,,Lao động - Thương binh và Xã hội,"Lao động, tiền lương, tiền công",HĐND Thành phố Hồ Chí Minh,Chủ tịch,Võ Văn Minh,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
185356,Nghị quyết số 26/2025/NQ-HĐND Quy định mức hỗ trợ đóng bảo hiểm y tế cho một số đối tượng trên địa bàn thành phố Cần Thơ,26/2025/NQ-HĐND,10/12/2025,Nghị quyết,10/12/2025,,Bản gốc văn bản,,Lao động - Thương binh và Xã hội,"Lao động, tiền lương, tiền công",HĐND Thành phố Cần Thơ,Chủ tịch,Đồng Văn Thanh,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
185418,"Nghị quyết số 99/2025/NQ-HĐND quy định chính sách hỗ trợ kinh phí tham gia bảo hiểm xã hội tự nguyện, bảo hiểm y tế trên địa bàn tỉnh Bắc Ninh, giai đoạn 2026- 2030",99/2025/NQ-HĐND,10/12/2025,Nghị quyết,01/01/2026,,,,Lao động - Thương binh và Xã hội,"Lao động, tiền lương, tiền công",HĐND Tỉnh Bắc Ninh,Chủ tịch,Nguyễn Việt Oanh,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
185524,"Nghị quyết số 818/2025/NQ-HĐND Quy định mức hỗ trợ từ ngân sách nhà nước đóng bảo hiểm y tế, bảo hiểm xã hội tự nguyện cho một số đối tượng trên địa bàn tỉnh Hưng Yên",818/2025/NQ-HĐND,23/12/2025,Nghị quyết,01/01/2026,31/12/2026,,,Y tế,Bảo hiểm y tế Bảo trợ xã hội,HĐND Tỉnh Hưng Yên,Chủ tịch,Trần Quốc Văn,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
185662,Nghị quyết số 43/2025/NQ-HĐND Quy định mức hỗ trợ đóng bảo hiểm y tế cho một số đối tượng trên địa bàn tỉnh Tuyên Quang,43/2025/NQ-HĐND,29/12/2025,Nghị quyết,01/01/2026,,Bản chính,,,,HĐND Tỉnh Tuyên Quang,Phó Chủ tịch,Lê Thị Thanh Trà,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
185767,"Nghị quyết số 53/2025/NQ-HĐND Quy định chính sách hỗ trợ mức đóng bảo hiểm xã hội cho người tham gia bảo hiểm xã hội tự nguyện, bảo hiểm y tế trên địa bàn thành phố Huế giai đoạn 2026 - 2030",53/2025/NQ-HĐND,25/12/2025,Nghị quyết,01/01/2026,,,,Lao động - Thương binh và Xã hội,"Lao động, tiền lương, tiền công",HĐND Thành phố Huế,Chủ tịch,Lê Trường Lưu,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
30353,Thông tư số 06/2013/TT-BYT Hướng dẫn thực hiện thí điểm quản lý giá thuốc bằng phương pháp thặng số bán buôn tối đa toàn chặng đối với thuốc do ngân sách nhà nước và bảo hiểm y tế chi trả,06/2013/TT-BYT,08/02/2013,Thông tư,01/04/2013,,"Công báo số 139+140, năm 2013",09/03/2013,,Chưa phân loại,Bộ Y tế,Bộ trưởng,Nguyễn Thị Kim Tiến,Trung ương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
185924,"Nghị quyết số 50/2025/NQ-HĐND Sửa đổi, bổ sung một số điều của Nghị quyết số 28/2024/NQ-HĐND ngày 31 tháng 12 năm 2024 của Hội đồng nhân dân tỉnh quy định giá dịch vụ khám bệnh, chữa bệnh do quỹ bảo hiểm y tế thanh toán; giá dịch vụ khám bệnh, chữa bệnh do ngân sách nhà nước thanh toán; giá dịch vụ khám bệnh, chữa bệnh không thuộc danh mục do quỹ bảo hiểm y tế thanh toán mà không phải là dịch vụ khám bệnh, chữa bệnh theo yêu cầu đối với các cơ sở khám bệnh, chữa bệnh của Nhà nước thuộc tỉnh Lạng Sơn quản lý",50/2025/NQ-HĐND,30/12/2025,Nghị quyết,01/01/2026,,,,Lao động - Thương binh và Xã hội,"Lao động, tiền lương, tiền công",HĐND Tỉnh Lạng Sơn,Chủ tịch,Đoàn Thị Hậu,Địa phương,,Còn hiệu lực,"bhyt,vien_phi",2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
186050,Nghị quyết số 43/2025/NQ-HĐND Quy định mức hỗ trợ đóng bảo hiểm y tế cho các đối tượng được ngân sách nhà nước hỗ trợ mức đóng trên địa bàn tỉnh Đồng Tháp,43/2025/NQ-HĐND,23/12/2025,Nghị quyết,02/01/2026,,,,Lao động - Thương binh và Xã hội,"Lao động, tiền lương, tiền công",HĐND Tỉnh Đồng Tháp,Chủ tịch,Châu Thị Mỹ Phương,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
186215,"Nghị quyết số 36/2025/NQ-HĐND Bãi bỏ Nghị quyết số 29/2024/NQ-HĐND ngày 30 tháng 12 năm 2024 của Hội đồng nhân dân tỉnh Bạc Liêu quy định giá dịch vụ khám bệnh, chữa bệnh do quỹ bảo hiểm y tế thanh toán; giá dịch vụ khám bệnh, chữa bệnh do Ngân sách nhà nước thanh toán; giá dịch vụ khám bệnh, chữa bệnh không thuộc danh mục do quỹ bảo hiểm y tế thanh toán mà không phải là dịch vụ khám bệnh, chữa bệnh theo yêu cầu đối với các cơ sở khám bệnh, chữa bệnh của Nhà nước trên địa bàn tỉnh Bạc Liêu",36/2025/NQ-HĐND,30/12/2025,Nghị quyết,01/02/2026,,PDF,,Lao động - Thương binh và Xã hội,"Lao động, tiền lương, tiền công",HĐND Tỉnh Cà Mau,Chủ tịch,Phạm Văn Thiều,Địa phương,,Còn hiệu lực,"bhyt,vien_phi",2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
187259,Nghị quyết số 27/2026/NQ-HĐND Quy định mức hỗ trợ đóng bảo hiểm y tế trên địa bàn tỉnh giai đoạn 2026 - 2030.,27/2026/NQ-HĐND,03/02/2026,Nghị quyết,01/01/2026,31/12/2030,công báo,,Lao động - Thương binh và Xã hội,"Lao động, tiền lương, tiền công",HĐND Tỉnh Quảng Trị,Chủ tịch,Nguyễn Đăng Quang,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
137213,Nghị định số 118/2018/NĐ-CP quy định về công tác kết hợp quân dân y,118/2018/NĐ-CP,12/09/2018,Nghị định,30/10/2018,,,,Y tế,Chưa phân loại,Chính phủ,,,,,Còn hiệu lực,,2026-08-18,Còn hiệu lực
