agent_category,doc_id,other_doc_id,relationship,source_is_selected,target_is_selected,relationship_is_adverse,source_title,target_title
,snapshot-c94d7b75195a67fa:123510,snapshot-c94d7b75195a67fa:114423,REL_Dan_chieu,True,False,False,Nghị quyết số 68/2017/NQ-HĐND Quy định mức hỗ trợ kinh phí đóng bảo hiểm y tế và chi phí cùng chi trả sử dụng thuốc kháng vi rút HIV đối với người nhiễm HIV/AIDS trên địa bàn tỉnh Điện Biên,
,snapshot-c94d7b75195a67fa:123510,snapshot-c94d7b75195a67fa:12326,REL_Can_cu,True,True,False,Nghị quyết số 68/2017/NQ-HĐND Quy định mức hỗ trợ kinh phí đóng bảo hiểm y tế và chi phí cùng chi trả sử dụng thuốc kháng vi rút HIV đối với người nhiễm HIV/AIDS trên địa bàn tỉnh Điện Biên,Luật Bảo hiểm y tế số 25/2008/QH12
,snapshot-c94d7b75195a67fa:123510,snapshot-c94d7b75195a67fa:36793,REL_Can_cu,True,True,False,Nghị quyết số 68/2017/NQ-HĐND Quy định mức hỗ trợ kinh phí đóng bảo hiểm y tế và chi phí cùng chi trả sử dụng thuốc kháng vi rút HIV đối với người nhiễm HIV/AIDS trên địa bàn tỉnh Điện Biên,"Luật Sửa đổi, bổ sung một số điều của Luật Bảo hiểm y tế số 46/2014/QH13"
,snapshot-c94d7b75195a67fa:123510,snapshot-c94d7b75195a67fa:38018,REL_Can_cu,True,True,False,Nghị quyết số 68/2017/NQ-HĐND Quy định mức hỗ trợ kinh phí đóng bảo hiểm y tế và chi phí cùng chi trả sử dụng thuốc kháng vi rút HIV đối với người nhiễm HIV/AIDS trên địa bàn tỉnh Điện Biên,Nghị định số 105/2014/NĐ-CP Quy định chi tiết và hướng dẫn thi hành một số điều của Luật Bảo hiểm y tế
,snapshot-c94d7b75195a67fa:123510,snapshot-c94d7b75195a67fa:65845,REL_Can_cu,True,False,False,Nghị quyết số 68/2017/NQ-HĐND Quy định mức hỗ trợ kinh phí đóng bảo hiểm y tế và chi phí cùng chi trả sử dụng thuốc kháng vi rút HIV đối với người nhiễm HIV/AIDS trên địa bàn tỉnh Điện Biên,
,snapshot-c94d7b75195a67fa:123510,snapshot-c94d7b75195a67fa:70819,REL_Can_cu,True,False,False,Nghị quyết số 68/2017/NQ-HĐND Quy định mức hỗ trợ kinh phí đóng bảo hiểm y tế và chi phí cùng chi trả sử dụng thuốc kháng vi rút HIV đối với người nhiễm HIV/AIDS trên địa bàn tỉnh Điện Biên,
,snapshot-c94d7b75195a67fa:123510,snapshot-c94d7b75195a67fa:70800,REL_Can_cu,True,False,False,Nghị quyết số 68/2017/NQ-HĐND Quy định mức hỗ trợ kinh phí đóng bảo hiểm y tế và chi phí cùng chi trả sử dụng thuốc kháng vi rút HIV đối với người nhiễm HIV/AIDS trên địa bàn tỉnh Điện Biên,
,snapshot-c94d7b75195a67fa:123510,snapshot-c94d7b75195a67fa:92948,REL_Can_cu,True,False,False,Nghị quyết số 68/2017/NQ-HĐND Quy định mức hỗ trợ kinh phí đóng bảo hiểm y tế và chi phí cùng chi trả sử dụng thuốc kháng vi rút HIV đối với người nhiễm HIV/AIDS trên địa bàn tỉnh Điện Biên,
,snapshot-c94d7b75195a67fa:123510,snapshot-c94d7b75195a67fa:70807,REL_Can_cu,True,False,False,Nghị quyết số 68/2017/NQ-HĐND Quy định mức hỗ trợ kinh phí đóng bảo hiểm y tế và chi phí cùng chi trả sử dụng thuốc kháng vi rút HIV đối với người nhiễm HIV/AIDS trên địa bàn tỉnh Điện Biên,
,snapshot-c94d7b75195a67fa:124108,snapshot-c94d7b75195a67fa:104187,REL_Dan_chieu,True,False,False,"Thông tư số 107/2016/TT-BQP Quy định về khám, chữa bệnh đối với quân nhân chuyên nghiệp có đủ 15 năm trở lên công tác trong Bộ Quốc phòng đã về phục viên",
,snapshot-c94d7b75195a67fa:124108,snapshot-c94d7b75195a67fa:104187,REL_Quy_inh_chi_tiet_huong_dan_thi_hanh,True,False,False,"Thông tư số 107/2016/TT-BQP Quy định về khám, chữa bệnh đối với quân nhân chuyên nghiệp có đủ 15 năm trở lên công tác trong Bộ Quốc phòng đã về phục viên",
,snapshot-c94d7b75195a67fa:124108,snapshot-c94d7b75195a67fa:96120,REL_Can_cu,True,False,False,"Thông tư số 107/2016/TT-BQP Quy định về khám, chữa bệnh đối với quân nhân chuyên nghiệp có đủ 15 năm trở lên công tác trong Bộ Quốc phòng đã về phục viên",
,snapshot-c94d7b75195a67fa:124108,snapshot-c94d7b75195a67fa:182728,REL_Van_ban_sua_oi,True,False,False,"Thông tư số 107/2016/TT-BQP Quy định về khám, chữa bệnh đối với quân nhân chuyên nghiệp có đủ 15 năm trở lên công tác trong Bộ Quốc phòng đã về phục viên",
,snapshot-c94d7b75195a67fa:124108,snapshot-c94d7b75195a67fa:182728,REL_Van_ban_bo_sung,True,False,False,"Thông tư số 107/2016/TT-BQP Quy định về khám, chữa bệnh đối với quân nhân chuyên nghiệp có đủ 15 năm trở lên công tác trong Bộ Quốc phòng đã về phục viên",
,snapshot-c94d7b75195a67fa:124108,snapshot-c94d7b75195a67fa:36960,REL_Van_ban_can_cu,True,False,False,"Thông tư số 107/2016/TT-BQP Quy định về khám, chữa bệnh đối với quân nhân chuyên nghiệp có đủ 15 năm trở lên công tác trong Bộ Quốc phòng đã về phục viên",
,snapshot-c94d7b75195a67fa:124291,snapshot-c94d7b75195a67fa:70819,REL_Can_cu,True,False,False,"Quyết định số 30/2017/QĐ-UBND Bãi bỏ Quyết định số 28/2012/QĐ-UBND ngày 13 tháng 8 năm 2012 ban hành Bảng giá dịch vụ khám bệnh, chữa bệnh trong các cơ sở khám bệnh, chữa bệnh của Nhà nước trên địa bàn tỉnh Đồng Tháp, Quyết định số 36/2013/QĐ-UBND ngày 15 tháng 11 năm 2013 sửa đổi, bổ sung bảng giá dịch vụ khám bệnh, chữa bệnh trong các cơ sở khám bệnh, chữa bệnh của Nhà nước trên địa bàn tỉnh Đồng Tháp ban hành kèm theo Quyết định số 28/2012/QĐ-UBND ngày 13 tháng 8 năm 2012 của Uỷ ban nhân dân tỉnh Đồng Tháp và Quyết định số 12/2014/QĐ-UBND ngày 22 tháng 7 năm 2014 sửa đổi, bổ sung Quyết định số 28/2012/QĐ-UBND ngày 13 tháng 8 năm 2012 của Ủy ban nhân dân tỉnh Đồng Tháp ban hành Bảng giá dịch vụ khám bệnh, chữa bệnh trong các cơ sở khám bệnh, chữa bệnh của Nhà nước trên địa bàn tỉnh Đồng Tháp",
,snapshot-c94d7b75195a67fa:124291,snapshot-c94d7b75195a67fa:70800,REL_Can_cu,True,False,False,"Quyết định số 30/2017/QĐ-UBND Bãi bỏ Quyết định số 28/2012/QĐ-UBND ngày 13 tháng 8 năm 2012 ban hành Bảng giá dịch vụ khám bệnh, chữa bệnh trong các cơ sở khám bệnh, chữa bệnh của Nhà nước trên địa bàn tỉnh Đồng Tháp, Quyết định số 36/2013/QĐ-UBND ngày 15 tháng 11 năm 2013 sửa đổi, bổ sung bảng giá dịch vụ khám bệnh, chữa bệnh trong các cơ sở khám bệnh, chữa bệnh của Nhà nước trên địa bàn tỉnh Đồng Tháp ban hành kèm theo Quyết định số 28/2012/QĐ-UBND ngày 13 tháng 8 năm 2012 của Uỷ ban nhân dân tỉnh Đồng Tháp và Quyết định số 12/2014/QĐ-UBND ngày 22 tháng 7 năm 2014 sửa đổi, bổ sung Quyết định số 28/2012/QĐ-UBND ngày 13 tháng 8 năm 2012 của Ủy ban nhân dân tỉnh Đồng Tháp ban hành Bảng giá dịch vụ khám bệnh, chữa bệnh trong các cơ sở khám bệnh, chữa bệnh của Nhà nước trên địa bàn tỉnh Đồng Tháp",
,snapshot-c94d7b75195a67fa:124291,snapshot-c94d7b75195a67fa:103581,REL_Can_cu,True,False,False,"Quyết định số 30/2017/QĐ-UBND Bãi bỏ Quyết định số 28/2012/QĐ-UBND ngày 13 tháng 8 năm 2012 ban hành Bảng giá dịch vụ khám bệnh, chữa bệnh trong các cơ sở khám bệnh, chữa bệnh của Nhà nước trên địa bàn tỉnh Đồng Tháp, Quyết định số 36/2013/QĐ-UBND ngày 15 tháng 11 năm 2013 sửa đổi, bổ sung bảng giá dịch vụ khám bệnh, chữa bệnh trong các cơ sở khám bệnh, chữa bệnh của Nhà nước trên địa bàn tỉnh Đồng Tháp ban hành kèm theo Quyết định số 28/2012/QĐ-UBND ngày 13 tháng 8 năm 2012 của Uỷ ban nhân dân tỉnh Đồng Tháp và Quyết định số 12/2014/QĐ-UBND ngày 22 tháng 7 năm 2014 sửa đổi, bổ sung Quyết định số 28/2012/QĐ-UBND ngày 13 tháng 8 năm 2012 của Ủy ban nhân dân tỉnh Đồng Tháp ban hành Bảng giá dịch vụ khám bệnh, chữa bệnh trong các cơ sở khám bệnh, chữa bệnh của Nhà nước trên địa bàn tỉnh Đồng Tháp",
,snapshot-c94d7b75195a67fa:124291,snapshot-c94d7b75195a67fa:80796,REL_Bai_bo,True,False,False,"Quyết định số 30/2017/QĐ-UBND Bãi bỏ Quyết định số 28/2012/QĐ-UBND ngày 13 tháng 8 năm 2012 ban hành Bảng giá dịch vụ khám bệnh, chữa bệnh trong các cơ sở khám bệnh, chữa bệnh của Nhà nước trên địa bàn tỉnh Đồng Tháp, Quyết định số 36/2013/QĐ-UBND ngày 15 tháng 11 năm 2013 sửa đổi, bổ sung bảng giá dịch vụ khám bệnh, chữa bệnh trong các cơ sở khám bệnh, chữa bệnh của Nhà nước trên địa bàn tỉnh Đồng Tháp ban hành kèm theo Quyết định số 28/2012/QĐ-UBND ngày 13 tháng 8 năm 2012 của Uỷ ban nhân dân tỉnh Đồng Tháp và Quyết định số 12/2014/QĐ-UBND ngày 22 tháng 7 năm 2014 sửa đổi, bổ sung Quyết định số 28/2012/QĐ-UBND ngày 13 tháng 8 năm 2012 của Ủy ban nhân dân tỉnh Đồng Tháp ban hành Bảng giá dịch vụ khám bệnh, chữa bệnh trong các cơ sở khám bệnh, chữa bệnh của Nhà nước trên địa bàn tỉnh Đồng Tháp",
,snapshot-c94d7b75195a67fa:124291,snapshot-c94d7b75195a67fa:95888,REL_Bai_bo,True,False,False,"Quyết định số 30/2017/QĐ-UBND Bãi bỏ Quyết định số 28/2012/QĐ-UBND ngày 13 tháng 8 năm 2012 ban hành Bảng giá dịch vụ khám bệnh, chữa bệnh trong các cơ sở khám bệnh, chữa bệnh của Nhà nước trên địa bàn tỉnh Đồng Tháp, Quyết định số 36/2013/QĐ-UBND ngày 15 tháng 11 năm 2013 sửa đổi, bổ sung bảng giá dịch vụ khám bệnh, chữa bệnh trong các cơ sở khám bệnh, chữa bệnh của Nhà nước trên địa bàn tỉnh Đồng Tháp ban hành kèm theo Quyết định số 28/2012/QĐ-UBND ngày 13 tháng 8 năm 2012 của Uỷ ban nhân dân tỉnh Đồng Tháp và Quyết định số 12/2014/QĐ-UBND ngày 22 tháng 7 năm 2014 sửa đổi, bổ sung Quyết định số 28/2012/QĐ-UBND ngày 13 tháng 8 năm 2012 của Ủy ban nhân dân tỉnh Đồng Tháp ban hành Bảng giá dịch vụ khám bệnh, chữa bệnh trong các cơ sở khám bệnh, chữa bệnh của Nhà nước trên địa bàn tỉnh Đồng Tháp",
,snapshot-c94d7b75195a67fa:124291,snapshot-c94d7b75195a67fa:81004,REL_Van_ban_het_hieu_luc,True,False,False,"Quyết định số 30/2017/QĐ-UBND Bãi bỏ Quyết định số 28/2012/QĐ-UBND ngày 13 tháng 8 năm 2012 ban hành Bảng giá dịch vụ khám bệnh, chữa bệnh trong các cơ sở khám bệnh, chữa bệnh của Nhà nước trên địa bàn tỉnh Đồng Tháp, Quyết định số 36/2013/QĐ-UBND ngày 15 tháng 11 năm 2013 sửa đổi, bổ sung bảng giá dịch vụ khám bệnh, chữa bệnh trong các cơ sở khám bệnh, chữa bệnh của Nhà nước trên địa bàn tỉnh Đồng Tháp ban hành kèm theo Quyết định số 28/2012/QĐ-UBND ngày 13 tháng 8 năm 2012 của Uỷ ban nhân dân tỉnh Đồng Tháp và Quyết định số 12/2014/QĐ-UBND ngày 22 tháng 7 năm 2014 sửa đổi, bổ sung Quyết định số 28/2012/QĐ-UBND ngày 13 tháng 8 năm 2012 của Ủy ban nhân dân tỉnh Đồng Tháp ban hành Bảng giá dịch vụ khám bệnh, chữa bệnh trong các cơ sở khám bệnh, chữa bệnh của Nhà nước trên địa bàn tỉnh Đồng Tháp",
,snapshot-c94d7b75195a67fa:124528,snapshot-c94d7b75195a67fa:98681,REL_Dan_chieu,True,False,False,"Quyết định số 26/2017/QĐ-UBND Bãi bỏ Quyết định số 46/2012/QĐ-UBND ngày 05/10/2012 của UBND tỉnh Lào Cai về việc ban hành giá các dịch vụ khám bệnh, chữa bệnh trong các cơ sở y tế công lập trên địa bàn tỉnh Lào Cai",
,snapshot-c94d7b75195a67fa:124528,snapshot-c94d7b75195a67fa:123763,REL_Dan_chieu,True,False,False,"Quyết định số 26/2017/QĐ-UBND Bãi bỏ Quyết định số 46/2012/QĐ-UBND ngày 05/10/2012 của UBND tỉnh Lào Cai về việc ban hành giá các dịch vụ khám bệnh, chữa bệnh trong các cơ sở y tế công lập trên địa bàn tỉnh Lào Cai",
,snapshot-c94d7b75195a67fa:124528,snapshot-c94d7b75195a67fa:29817,REL_Bai_bo,True,False,False,"Quyết định số 26/2017/QĐ-UBND Bãi bỏ Quyết định số 46/2012/QĐ-UBND ngày 05/10/2012 của UBND tỉnh Lào Cai về việc ban hành giá các dịch vụ khám bệnh, chữa bệnh trong các cơ sở y tế công lập trên địa bàn tỉnh Lào Cai",
,snapshot-c94d7b75195a67fa:124528,snapshot-c94d7b75195a67fa:official-ref-7150c21503eec35cb25e,REL_Bai_bo,True,False,False,"Quyết định số 26/2017/QĐ-UBND Bãi bỏ Quyết định số 46/2012/QĐ-UBND ngày 05/10/2012 của UBND tỉnh Lào Cai về việc ban hành giá các dịch vụ khám bệnh, chữa bệnh trong các cơ sở y tế công lập trên địa bàn tỉnh Lào Cai",Văn phòng Chính phủ - VBPL - Moj.gov.vn - Bộ Tư pháp
,snapshot-c94d7b75195a67fa:124528,snapshot-c94d7b75195a67fa:80765,REL_Van_ban_can_cu,True,False,False,"Quyết định số 26/2017/QĐ-UBND Bãi bỏ Quyết định số 46/2012/QĐ-UBND ngày 05/10/2012 của UBND tỉnh Lào Cai về việc ban hành giá các dịch vụ khám bệnh, chữa bệnh trong các cơ sở y tế công lập trên địa bàn tỉnh Lào Cai",
,snapshot-c94d7b75195a67fa:124528,snapshot-c94d7b75195a67fa:25170,REL_Can_cu,True,False,False,"Quyết định số 26/2017/QĐ-UBND Bãi bỏ Quyết định số 46/2012/QĐ-UBND ngày 05/10/2012 của UBND tỉnh Lào Cai về việc ban hành giá các dịch vụ khám bệnh, chữa bệnh trong các cơ sở y tế công lập trên địa bàn tỉnh Lào Cai",
,snapshot-c94d7b75195a67fa:124528,snapshot-c94d7b75195a67fa:70819,REL_Can_cu,True,False,False,"Quyết định số 26/2017/QĐ-UBND Bãi bỏ Quyết định số 46/2012/QĐ-UBND ngày 05/10/2012 của UBND tỉnh Lào Cai về việc ban hành giá các dịch vụ khám bệnh, chữa bệnh trong các cơ sở y tế công lập trên địa bàn tỉnh Lào Cai",
,snapshot-c94d7b75195a67fa:124528,snapshot-c94d7b75195a67fa:27624,REL_Can_cu,True,False,False,"Quyết định số 26/2017/QĐ-UBND Bãi bỏ Quyết định số 46/2012/QĐ-UBND ngày 05/10/2012 của UBND tỉnh Lào Cai về việc ban hành giá các dịch vụ khám bệnh, chữa bệnh trong các cơ sở y tế công lập trên địa bàn tỉnh Lào Cai",
,snapshot-c94d7b75195a67fa:124528,snapshot-c94d7b75195a67fa:27863,REL_Can_cu,True,False,False,"Quyết định số 26/2017/QĐ-UBND Bãi bỏ Quyết định số 46/2012/QĐ-UBND ngày 05/10/2012 của UBND tỉnh Lào Cai về việc ban hành giá các dịch vụ khám bệnh, chữa bệnh trong các cơ sở y tế công lập trên địa bàn tỉnh Lào Cai",
,snapshot-c94d7b75195a67fa:124528,snapshot-c94d7b75195a67fa:70800,REL_Can_cu,True,False,False,"Quyết định số 26/2017/QĐ-UBND Bãi bỏ Quyết định số 46/2012/QĐ-UBND ngày 05/10/2012 của UBND tỉnh Lào Cai về việc ban hành giá các dịch vụ khám bệnh, chữa bệnh trong các cơ sở y tế công lập trên địa bàn tỉnh Lào Cai",
,snapshot-c94d7b75195a67fa:124528,snapshot-c94d7b75195a67fa:98681,REL_Can_cu,True,False,False,"Quyết định số 26/2017/QĐ-UBND Bãi bỏ Quyết định số 46/2012/QĐ-UBND ngày 05/10/2012 của UBND tỉnh Lào Cai về việc ban hành giá các dịch vụ khám bệnh, chữa bệnh trong các cơ sở y tế công lập trên địa bàn tỉnh Lào Cai",
,snapshot-c94d7b75195a67fa:124528,snapshot-c94d7b75195a67fa:103581,REL_Can_cu,True,False,False,"Quyết định số 26/2017/QĐ-UBND Bãi bỏ Quyết định số 46/2012/QĐ-UBND ngày 05/10/2012 của UBND tỉnh Lào Cai về việc ban hành giá các dịch vụ khám bệnh, chữa bệnh trong các cơ sở y tế công lập trên địa bàn tỉnh Lào Cai",
,snapshot-c94d7b75195a67fa:124528,snapshot-c94d7b75195a67fa:123243,REL_Can_cu,True,False,False,"Quyết định số 26/2017/QĐ-UBND Bãi bỏ Quyết định số 46/2012/QĐ-UBND ngày 05/10/2012 của UBND tỉnh Lào Cai về việc ban hành giá các dịch vụ khám bệnh, chữa bệnh trong các cơ sở y tế công lập trên địa bàn tỉnh Lào Cai",
,snapshot-c94d7b75195a67fa:124528,snapshot-c94d7b75195a67fa:123763,REL_Can_cu,True,False,False,"Quyết định số 26/2017/QĐ-UBND Bãi bỏ Quyết định số 46/2012/QĐ-UBND ngày 05/10/2012 của UBND tỉnh Lào Cai về việc ban hành giá các dịch vụ khám bệnh, chữa bệnh trong các cơ sở y tế công lập trên địa bàn tỉnh Lào Cai",
,snapshot-c94d7b75195a67fa:124528,snapshot-c94d7b75195a67fa:52575,REL_Can_cu,True,False,False,"Quyết định số 26/2017/QĐ-UBND Bãi bỏ Quyết định số 46/2012/QĐ-UBND ngày 05/10/2012 của UBND tỉnh Lào Cai về việc ban hành giá các dịch vụ khám bệnh, chữa bệnh trong các cơ sở y tế công lập trên địa bàn tỉnh Lào Cai",
,snapshot-c94d7b75195a67fa:125165,snapshot-c94d7b75195a67fa:12326,REL_Can_cu,True,True,False,"Nghị quyết số 68/2013/QH13 Đẩy mạnh thực hiện chính sách, pháp luật về bảo hiểm y tế, tiến tới bảo hiểm y tế toàn dân",Luật Bảo hiểm y tế số 25/2008/QH12
,snapshot-c94d7b75195a67fa:125165,snapshot-c94d7b75195a67fa:21002,REL_Can_cu,True,False,False,"Nghị quyết số 68/2013/QH13 Đẩy mạnh thực hiện chính sách, pháp luật về bảo hiểm y tế, tiến tới bảo hiểm y tế toàn dân",
,snapshot-c94d7b75195a67fa:12517,snapshot-c94d7b75195a67fa:24581,REL_Quy_inh_chi_tiet_huong_dan_thi_hanh,True,True,False,"Thông tư số 135/2008/TT-BTC Hướng dẫn Nghị định số 69/2008/NĐ-CP ngày 30 tháng 5 năm 2008 của Chính phủ về chính sách khuyến khích xã hội hóa đối với các hoạt động trong lĩnh vực giáo dục, dạy nghề, y tế, văn hóa, thể thao, môi trường","Nghị định số 69/2008/NĐ-CP Về chính sách khuyến khích xã hội hóa đối với các hoạt động trong lĩnh vực giáo dục, dạy nghề, y tế, văn hóa, thể thao, môi trường"
,snapshot-c94d7b75195a67fa:12517,snapshot-c94d7b75195a67fa:24519,REL_Quy_inh_chi_tiet_huong_dan_thi_hanh,True,False,False,"Thông tư số 135/2008/TT-BTC Hướng dẫn Nghị định số 69/2008/NĐ-CP ngày 30 tháng 5 năm 2008 của Chính phủ về chính sách khuyến khích xã hội hóa đối với các hoạt động trong lĩnh vực giáo dục, dạy nghề, y tế, văn hóa, thể thao, môi trường",
,snapshot-c94d7b75195a67fa:12517,snapshot-c94d7b75195a67fa:24581,REL_Can_cu,True,True,False,"Thông tư số 135/2008/TT-BTC Hướng dẫn Nghị định số 69/2008/NĐ-CP ngày 30 tháng 5 năm 2008 của Chính phủ về chính sách khuyến khích xã hội hóa đối với các hoạt động trong lĩnh vực giáo dục, dạy nghề, y tế, văn hóa, thể thao, môi trường","Nghị định số 69/2008/NĐ-CP Về chính sách khuyến khích xã hội hóa đối với các hoạt động trong lĩnh vực giáo dục, dạy nghề, y tế, văn hóa, thể thao, môi trường"
,snapshot-c94d7b75195a67fa:12517,snapshot-c94d7b75195a67fa:24519,REL_Can_cu,True,False,False,"Thông tư số 135/2008/TT-BTC Hướng dẫn Nghị định số 69/2008/NĐ-CP ngày 30 tháng 5 năm 2008 của Chính phủ về chính sách khuyến khích xã hội hóa đối với các hoạt động trong lĩnh vực giáo dục, dạy nghề, y tế, văn hóa, thể thao, môi trường",
,snapshot-c94d7b75195a67fa:12517,snapshot-c94d7b75195a67fa:official-ref-69bb3396aac02061ff0d,REL_Bai_bo,True,False,False,"Thông tư số 135/2008/TT-BTC Hướng dẫn Nghị định số 69/2008/NĐ-CP ngày 30 tháng 5 năm 2008 của Chính phủ về chính sách khuyến khích xã hội hóa đối với các hoạt động trong lĩnh vực giáo dục, dạy nghề, y tế, văn hóa, thể thao, môi trường","Nghị định số 69/2008/NĐ-CP của Chính phủ: Về chính sách khuyến khích xã hội hóa đối với các hoạt động trong lĩnh vực giáo dục, dạy nghề, y tế, văn hóa, thể thao, môi trường"
,snapshot-c94d7b75195a67fa:12517,snapshot-c94d7b75195a67fa:37533,REL_Van_ban_bo_sung,True,False,False,"Thông tư số 135/2008/TT-BTC Hướng dẫn Nghị định số 69/2008/NĐ-CP ngày 30 tháng 5 năm 2008 của Chính phủ về chính sách khuyến khích xã hội hóa đối với các hoạt động trong lĩnh vực giáo dục, dạy nghề, y tế, văn hóa, thể thao, môi trường",
,snapshot-c94d7b75195a67fa:12517,snapshot-c94d7b75195a67fa:37533,REL_Van_ban_quy_inh_het_hieu_luc_1_phan,True,False,False,"Thông tư số 135/2008/TT-BTC Hướng dẫn Nghị định số 69/2008/NĐ-CP ngày 30 tháng 5 năm 2008 của Chính phủ về chính sách khuyến khích xã hội hóa đối với các hoạt động trong lĩnh vực giáo dục, dạy nghề, y tế, văn hóa, thể thao, môi trường",
,snapshot-c94d7b75195a67fa:12517,snapshot-c94d7b75195a67fa:18433,REL_Dan_chieu,True,False,False,"Thông tư số 135/2008/TT-BTC Hướng dẫn Nghị định số 69/2008/NĐ-CP ngày 30 tháng 5 năm 2008 của Chính phủ về chính sách khuyến khích xã hội hóa đối với các hoạt động trong lĩnh vực giáo dục, dạy nghề, y tế, văn hóa, thể thao, môi trường",
,snapshot-c94d7b75195a67fa:12517,snapshot-c94d7b75195a67fa:10145,REL_Dan_chieu,True,False,False,"Thông tư số 135/2008/TT-BTC Hướng dẫn Nghị định số 69/2008/NĐ-CP ngày 30 tháng 5 năm 2008 của Chính phủ về chính sách khuyến khích xã hội hóa đối với các hoạt động trong lĩnh vực giáo dục, dạy nghề, y tế, văn hóa, thể thao, môi trường",
,snapshot-c94d7b75195a67fa:12517,snapshot-c94d7b75195a67fa:11606,REL_Dan_chieu,True,False,False,"Thông tư số 135/2008/TT-BTC Hướng dẫn Nghị định số 69/2008/NĐ-CP ngày 30 tháng 5 năm 2008 của Chính phủ về chính sách khuyến khích xã hội hóa đối với các hoạt động trong lĩnh vực giáo dục, dạy nghề, y tế, văn hóa, thể thao, môi trường",
,snapshot-c94d7b75195a67fa:12517,snapshot-c94d7b75195a67fa:12600,REL_Dan_chieu,True,False,False,"Thông tư số 135/2008/TT-BTC Hướng dẫn Nghị định số 69/2008/NĐ-CP ngày 30 tháng 5 năm 2008 của Chính phủ về chính sách khuyến khích xã hội hóa đối với các hoạt động trong lĩnh vực giáo dục, dạy nghề, y tế, văn hóa, thể thao, môi trường",
,snapshot-c94d7b75195a67fa:12517,snapshot-c94d7b75195a67fa:12807,REL_Dan_chieu,True,False,False,"Thông tư số 135/2008/TT-BTC Hướng dẫn Nghị định số 69/2008/NĐ-CP ngày 30 tháng 5 năm 2008 của Chính phủ về chính sách khuyến khích xã hội hóa đối với các hoạt động trong lĩnh vực giáo dục, dạy nghề, y tế, văn hóa, thể thao, môi trường",
,snapshot-c94d7b75195a67fa:12517,snapshot-c94d7b75195a67fa:14789,REL_Dan_chieu,True,False,False,"Thông tư số 135/2008/TT-BTC Hướng dẫn Nghị định số 69/2008/NĐ-CP ngày 30 tháng 5 năm 2008 của Chính phủ về chính sách khuyến khích xã hội hóa đối với các hoạt động trong lĩnh vực giáo dục, dạy nghề, y tế, văn hóa, thể thao, môi trường",
,snapshot-c94d7b75195a67fa:12517,snapshot-c94d7b75195a67fa:15224,REL_Dan_chieu,True,False,False,"Thông tư số 135/2008/TT-BTC Hướng dẫn Nghị định số 69/2008/NĐ-CP ngày 30 tháng 5 năm 2008 của Chính phủ về chính sách khuyến khích xã hội hóa đối với các hoạt động trong lĩnh vực giáo dục, dạy nghề, y tế, văn hóa, thể thao, môi trường",
,snapshot-c94d7b75195a67fa:12517,snapshot-c94d7b75195a67fa:16144,REL_Dan_chieu,True,False,False,"Thông tư số 135/2008/TT-BTC Hướng dẫn Nghị định số 69/2008/NĐ-CP ngày 30 tháng 5 năm 2008 của Chính phủ về chính sách khuyến khích xã hội hóa đối với các hoạt động trong lĩnh vực giáo dục, dạy nghề, y tế, văn hóa, thể thao, môi trường",
,snapshot-c94d7b75195a67fa:12517,snapshot-c94d7b75195a67fa:16726,REL_Dan_chieu,True,False,False,"Thông tư số 135/2008/TT-BTC Hướng dẫn Nghị định số 69/2008/NĐ-CP ngày 30 tháng 5 năm 2008 của Chính phủ về chính sách khuyến khích xã hội hóa đối với các hoạt động trong lĩnh vực giáo dục, dạy nghề, y tế, văn hóa, thể thao, môi trường",
,snapshot-c94d7b75195a67fa:12517,snapshot-c94d7b75195a67fa:19419,REL_Dan_chieu,True,False,False,"Thông tư số 135/2008/TT-BTC Hướng dẫn Nghị định số 69/2008/NĐ-CP ngày 30 tháng 5 năm 2008 của Chính phủ về chính sách khuyến khích xã hội hóa đối với các hoạt động trong lĩnh vực giáo dục, dạy nghề, y tế, văn hóa, thể thao, môi trường",
,snapshot-c94d7b75195a67fa:12517,snapshot-c94d7b75195a67fa:7023,REL_Dan_chieu,True,False,False,"Thông tư số 135/2008/TT-BTC Hướng dẫn Nghị định số 69/2008/NĐ-CP ngày 30 tháng 5 năm 2008 của Chính phủ về chính sách khuyến khích xã hội hóa đối với các hoạt động trong lĩnh vực giáo dục, dạy nghề, y tế, văn hóa, thể thao, môi trường",
,snapshot-c94d7b75195a67fa:12517,snapshot-c94d7b75195a67fa:28553,REL_Van_ban_HD_Q_chi_tiet,True,False,False,"Thông tư số 135/2008/TT-BTC Hướng dẫn Nghị định số 69/2008/NĐ-CP ngày 30 tháng 5 năm 2008 của Chính phủ về chính sách khuyến khích xã hội hóa đối với các hoạt động trong lĩnh vực giáo dục, dạy nghề, y tế, văn hóa, thể thao, môi trường",
,snapshot-c94d7b75195a67fa:12517,snapshot-c94d7b75195a67fa:29802,REL_Van_ban_HD_Q_chi_tiet,True,False,False,"Thông tư số 135/2008/TT-BTC Hướng dẫn Nghị định số 69/2008/NĐ-CP ngày 30 tháng 5 năm 2008 của Chính phủ về chính sách khuyến khích xã hội hóa đối với các hoạt động trong lĩnh vực giáo dục, dạy nghề, y tế, văn hóa, thể thao, môi trường",
